0,3374
11.8556,8.4194
11.8558,8.1408
9.8658,8.0368
9.8656,7.8266
9.8658,7.6144
9.8661,7.3998
9.8664,7.1821
9.8662,6.9610
9.8664,6.7355
9.8663,6.5050
9.8657,6.2690
9.8657,6.0262
9.8657,5.7759
9.8660,5.5170
9.8665,5.2483
9.8663,4.9690
9.8661,4.6775
9.8663,4.3717
9.8664,4.0503
9.8663,3.7111
9.8660,3.3518
9.8299,3.0033
9.4312,3.0029
9.0582,3.0035
8.7090,3.0035
8.3807,3.0030
8.0697,3.0033
7.7745,3.0036
7.4936,3.0032
7.2246,3.0035
6.9667,3.0035
6.7187,3.0029
6.4785,3.0036
6.2464,3.0031
6.0205,3.0036
5.8006,3.0035
5.5858,3.0032
5.3752,3.0034
5.1683,3.0036
4.9645,3.0036
4.7634,3.0031
4.5642,3.0028
4.3663,3.0037
4.1695,3.0036
3.9732,3.0035
3.7768,3.0033
3.5800,3.0031
3.3820,3.0029
3.1826,3.0028
2.9812,3.0031
2.7771,3.0029
2.5700,3.0034
2.3590,3.0030
2.1436,3.0031
2.0967,3.4710
2.0967,3.9745
2.0966,4.3983
2.0968,4.7612
2.0968,5.0756
2.0967,5.3512
2.0969,5.5961
2.0966,5.8146
2.0968,6.0123
2.0966,6.1915
2.0969,6.3561
2.0968,6.5072
2.0966,6.6470
2.0972,6.7780
2.0971,6.8998
2.0970,7.0144
2.0971,7.1225
2.0966,7.2247
2.0967,7.3222
2.0970,7.4155
2.0972,7.5048
2.0968,7.5903
2.0974,7.6733
2.0968,7.7530
2.0966,7.8305
2.0967,7.9061
2.0969,7.9799
2.0970,8.0521
2.0970,8.1228
2.0966,8.1924
2.0967,8.2611
2.0974,8.3291
2.0975,8.3965
2.0970,8.4634
2.0969,8.5301
2.0972,8.5968
2.0968,8.6636
2.0968,8.7306
2.0971,8.7980
2.0970,8.8661
2.0973,8.9349
2.0973,9.0048
2.0970,9.0759
2.0974,9.1482
2.0969,9.2224
2.0974,9.2982
2.0973,9.3763
2.0967,9.4570
2.0969,9.5403
2.0972,9.6265
2.0970,9.7166
2.0967,9.8107
2.0967,9.9092
2.0966,10.0129
2.0969,10.1221
2.0967,10.2383
2.0966,10.3620
2.1665,10.4225
2.2907,10.4226
2.4073,10.4223
2.5169,10.4226
2.6209,10.4223
2.7196,10.4221
2.8134,10.4224
2.9031,10.4227
2.9895,10.4226
3.0727,10.4224
3.1530,10.4223
3.2306,10.4226
3.3063,10.4227
3.3800,10.4226
3.4521,10.4225
3.5226,10.4226
3.5922,10.4220
3.6605,10.4219
3.7280,10.4222
3.7949,10.4221
3.8612,10.4225
3.9274,10.4227
3.9933,10.4225
4.0593,10.4219
4.1255,10.4220
4.1921,10.4228
4.2591,10.4221
4.3268,10.4220
4.3955,10.4224
4.4652,10.4221
4.5362,10.4221
4.6088,10.4222
4.6831,10.4224
4.7594,10.4223
4.8382,10.4228
4.9193,10.4227
5.0321,10.4227
5.1203,10.4220
5.2131,10.4224
5.3101,10.4226
5.4117,10.4221
5.5193,10.4222
5.6333,10.4221
5.7547,10.4221
5.8852,10.4228
11.8759,15.7702
14.6237,17.6127
15.4192,17.6128
16.2886,17.6126
3.9827,8.5565
11.8557,13.4047
11.8560,13.0291
7.9397,10.6229
7.9398,10.4482
8.2692,10.4225
8.7204,10.4227
9.2595,10.4225
9.8659,10.4058
9.8659,10.1797
9.8661,9.9581
9.8659,9.7401
9.8665,9.5253
11.8564,9.4745
11.8560,9.1934
11.8556,8.9139
11.8563,8.6355
11.8564,8.3265
11.8563,8.0476
9.8663,7.9669
9.8655,7.7561
9.8661,7.5432
9.8658,7.3277
9.8663,7.1089
9.8663,6.8863
9.8664,6.6592
9.8662,6.4269
9.8661,6.1887
9.8665,5.9433
9.8658,5.6906
9.8659,5.4286
9.8660,5.1566
9.8660,4.8734
9.8663,4.5771
9.8659,4.2668
9.8664,3.9393
9.8662,3.5937
9.8665,3.2265
9.6939,3.0031
9.3038,3.0033
8.9398,3.0030
8.5979,3.0028
8.2753,3.0031
7.9696,3.0035
7.6794,3.0034
7.4028,3.0031
7.1377,3.0031
6.8830,3.0032
6.6376,3.0035
6.4006,3.0030
6.1706,3.0029
5.9466,3.0035
5.7285,3.0034
5.5152,3.0031
5.3060,3.0030
5.1000,3.0038
4.8972,3.0033
4.6968,3.0032
4.4981,3.0034
4.3007,3.0036
4.1041,3.0028
3.9078,3.0030
3.7113,3.0031
3.5142,3.0032
3.3158,3.0034
3.1158,3.0038
2.9136,3.0035
2.7084,3.0028
2.5001,3.0030
2.2878,3.0034
2.0969,3.0791
2.0968,3.6494
2.0969,4.1240
2.0969,4.5258
2.0969,4.8710
2.0968,5.1714
2.0968,5.4361
2.0966,5.6713
2.0967,5.8828
2.0966,6.0737
2.0967,6.2480
2.0968,6.4078
2.0968,6.5551
2.0969,6.6919
2.0969,6.8193
2.0967,6.9384
2.0970,7.0510
2.0971,7.1573
2.0967,7.2577
2.0966,7.3537
2.0967,7.4454
2.0973,7.5338
2.0972,7.6184
2.0971,7.7001
2.0967,7.7791
2.0966,7.8560
2.0968,7.9309
2.0970,8.0041
2.0971,8.0758
2.0969,8.1461
2.0973,8.2155
2.0973,8.2839
2.0968,8.3516
2.0968,8.4188
2.0971,8.4857
2.0967,8.5523
2.0968,8.6190
2.0972,8.6858
2.0970,8.7530
2.0972,8.8206
2.0968,8.8890
2.0970,8.9581
2.0969,9.0284
2.0975,9.0997
2.0969,9.1728
2.0973,9.2474
2.0970,9.3241
2.0970,9.4030
2.0967,9.4845
2.0972,9.5685
2.0970,9.6562
2.0973,9.7473
2.0967,9.8430
2.0967,9.9432
2.0966,10.0487
2.0972,10.1597
2.0967,10.2786
2.0966,10.4051
2.2086,10.4228
2.3307,10.4221
2.4447,10.4223
2.5523,10.4223
2.6540,10.4228
2.7510,10.4227
2.8438,10.4223
2.9325,10.4222
3.0175,10.4226
3.0998,10.4221
3.1790,10.4228
3.2563,10.4220
3.3313,10.4220
3.4044,10.4219
3.4759,10.4219
3.5460,10.4221
3.6149,10.4226
3.6830,10.4226
3.7504,10.4221
3.8171,10.4221
3.8833,10.4218
3.9494,10.4222
4.0153,10.4222
4.0813,10.4219
4.1476,10.4222
4.2143,10.4222
4.2816,10.4227
4.3497,10.4228
4.4186,10.4223
4.4887,10.4221
4.5603,10.4222
4.6334,10.4223
4.7083,10.4224
4.7853,10.4222
4.8648,10.4225
4.9467,10.4222
5.0611,10.4223
5.1507,10.4220
5.2450,10.4227
5.3432,10.4221
5.4472,10.4225
5.5567,10.4223
5.6733,10.4226
5.7975,10.4226
5.9301,10.4223
11.8760,15.6015
14.8812,17.6126
15.6999,17.6126
16.5976,17.6128
11.8559,13.6645
11.8556,13.2777
11.8557,12.9070
7.9397,10.5639
8.0072,10.4225
8.4116,10.4228
8.8888,10.4226
9.4648,10.4227
9.8662,10.3300
9.8663,10.1055
9.8656,9.8850
9.8657,9.6680
9.8657,9.4541
11.8557,9.3804
11.8560,9.1001
11.8563,8.8211
11.8557,8.5427
9.8658,6.1039
9.8664,5.9770
9.8665,5.8495
9.8660,5.7211
9.8658,5.5913
9.8657,5.4597
9.8656,5.3262
9.8663,5.1899
9.8665,5.0509
9.8659,4.9088
9.8662,4.7626
9.8660,4.6122
9.8659,4.4569
9.8662,4.2957
9.8663,4.1282
9.8657,3.9541
9.8663,3.7711
9.8663,3.5793
9.8664,3.3770
9.8664,3.1629
9.7933,3.0031
9.5538,3.0034
9.3311,3.0032
9.1224,3.0033
8.9266,3.0031
8.7415,3.0029
8.5656,3.0035
8.3989,3.0032
8.2391,3.0036
8.0865,3.0032
7.9394,3.0033
7.7976,3.0033
7.6602,3.0037
7.5272,3.0031
7.3976,3.0031
7.2709,3.0034
7.1470,3.0036
7.0254,3.0037
6.9058,3.0033
6.7877,3.0034
6.6709,3.0037
6.5551,3.0033
6.4399,3.0030
6.3251,3.0037
6.2104,3.0035
6.0955,3.0034
5.9801,3.0034
5.8639,3.0035
5.7465,3.0028
5.6280,3.0035
5.5076,3.0037
5.3851,3.0035
5.2601,3.0032
5.1323,3.0031
5.0014,3.0033
4.8666,3.0033
4.7277,3.0033
4.5837,3.0031
4.4343,3.0029
4.2792,3.0034
4.1168,3.0034
3.9467,3.0036
3.7672,3.0032
3.5778,3.0031
3.3773,3.0035
3.1631,3.0034
2.9339,3.0033
2.6868,3.0028
2.4204,3.0030
2.1299,3.0028
2.0972,3.2094
2.0970,3.4297
2.0968,3.6399
2.0966,3.8410
2.0973,4.0346
2.0973,4.2207
2.0968,4.4004
2.0973,4.5750
2.0973,4.7444
2.0972,4.9097
2.0968,5.0711
2.0967,5.2295
2.0966,5.3852
2.0973,5.5388
2.0967,5.6903
2.0975,5.8406
2.0967,5.9897
2.0972,6.1382
2.0969,6.2865
2.0968,6.4348
2.0971,6.5836
2.0966,6.7333
2.0966,6.8842
2.0971,7.0366
2.0973,7.1911
2.0975,7.3481
2.0968,7.5082
2.0966,7.6717
2.0971,7.8389
2.0969,8.0109
2.0974,8.1878
2.0971,8.3708
2.0968,8.5607
2.0971,8.7577
2.0968,8.9636
2.0970,9.1788
2.0969,9.4052
2.0968,9.6439
2.0972,9.8963
2.0972,10.1650
2.1266,10.4226
2.4115,10.4221
2.6772,10.4228
2.9280,10.4225
3.1645,10.4226
3.3893,10.4221
3.6030,10.4220
3.8069,10.4224
4.0025,10.4225
4.1910,10.4221
4.3728,10.4219
4.5484,10.4225
4.7192,10.4225
4.8856,10.4224
5.0479,10.4224
5.2070,10.4221
5.3629,10.4227
5.5167,10.4224
5.6683,10.4224
5.8184,10.4219
5.9673,10.4220
5.8132,17.6125
6.2152,17.6123
6.6168,17.6119
7.0194,17.6122
7.4237,17.6122
7.8311,17.6126
8.2421,17.6122
8.6583,17.6125
9.0806,17.6121
9.5103,17.6122
9.9489,17.6122
10.3974,17.6123
7.9680,10.4221
8.1420,10.4224
8.3216,10.4227
8.5072,10.4225
8.6998,10.4222
8.9009,10.4226
9.1106,10.4222
9.3311,10.4226
9.5630,10.4228
9.8077,10.4223
9.8665,10.1997
9.8659,9.9289
9.8660,9.6778
9.8663,9.4434
10.0231,9.3534
11.6854,10.4226
11.8563,10.2487
11.8561,9.9575
11.8560,9.6798
11.8564,9.4142
9.8664,8.1183
9.8661,7.9601
9.8657,7.8071
9.8665,7.6593
9.8660,7.5150
9.8656,7.3744
9.8656,7.2370
9.8662,7.1024
9.8657,6.9697
9.8662,6.8392
9.8660,6.7101
9.8662,6.5821
9.8657,6.4550
9.8658,6.3284
11.8563,8.7189
11.8565,8.6037
11.8565,8.4879
11.8564,8.3716
11.8561,8.2542
11.8564,8.1354
11.8563,8.0150
11.8556,7.8928
11.8560,7.7680
11.8563,7.6404
11.8563,7.5098
10.1063,8.1248
9.9704,8.1248
9.8658,8.1184
9.8664,8.0603
9.8662,8.0004
9.8658,7.9380
9.8657,7.8723
9.8658,7.8032
9.8664,7.7299
9.8663,7.6527
9.8660,7.5708
9.8663,7.4825
9.8660,7.3884
9.8663,7.2860
9.8660,7.1755
9.8664,7.0537
9.8660,6.9209
9.8663,6.7726
9.8662,6.6074
9.8664,6.4205
9.8664,6.2078
9.8664,5.9622
9.8664,5.6749
9.8662,5.3337
9.8663,4.9196
9.8664,4.4057
9.8665,3.7490
9.8398,3.0034
9.6280,3.0035
9.4190,3.0034
9.2120,3.0029
9.0065,3.0038
8.8021,3.0030
8.5982,3.0034
8.3943,3.0030
8.1898,3.0029
7.9844,3.0030
7.7774,3.0036
7.5684,3.0037
7.3566,3.0037
7.1416,3.0036
6.9226,3.0030
6.6992,3.0032
6.4706,3.0035
6.2359,3.0037
5.9941,3.0033
5.7445,3.0030
5.4865,3.0036
5.2178,3.0034
4.9379,3.0032
4.6454,3.0033
4.3383,3.0034
4.0146,3.0034
3.6721,3.0032
3.3085,3.0033
2.9200,3.0029
2.5040,3.0030
2.0969,3.0395
2.0972,3.4358
2.0972,3.8096
2.0973,4.1638
2.0965,4.5002
2.0967,4.8219
2.0974,5.1303
2.0973,5.4264
2.0973,5.7118
2.0971,5.9880
2.0971,6.2559
2.0973,6.5166
2.0972,6.7710
2.0973,7.0200
2.0970,7.2641
2.0969,7.5043
2.0967,7.7413
2.0971,7.9756
2.0970,8.2080
2.0972,8.4389
2.0965,8.6689
2.0970,8.8987
2.0966,9.1289
2.0974,9.3599
2.0975,9.5924
2.0970,9.8270
2.0973,10.0644
2.0974,10.3050
2.5618,10.4226
3.3045,10.4225
3.8955,10.4226
4.3787,10.4226
4.7820,10.4225
5.1245,10.4224
5.4193,10.4224
5.6764,10.4225
5.9037,10.4223
5.9688,10.5132
5.9694,10.6498
2.0971,13.7739
2.0970,14.1503
2.0968,14.5494
2.0967,14.9744
2.0971,15.4285
