0,1
7.2,12.200000000000001
2,1
7.2,11.8
4,1
7.2,11.4
6,1
7.2,11.0
8,1
6.800000000000001,10.600000000000001
10,1
6.4,10.2
12,1
6.0,9.8
14,1
5.6,9.8
16,1
5.2,9.4
18,1
4.800000000000001,9.0
20,1
4.4,9.0
22,1
4.0,8.600000000000001
